Date,QQQ_ret,QQQ_vol,regime,prob_regime_0,prob_regime_1,p_high_vol,risk_scale,momentum
2018-08-17,0.0002223137850648,0.0086275035634119,0,0.9999898008119888,1.0199187895568816e-05,1.0199187895568816e-05,0.9999949004060522,-0.0007325491588630572
2018-08-20,-0.0008899083842725,0.0086025412928563,0,0.9999896405315661,1.0359468326962809e-05,1.0359468326962809e-05,0.9999948202658365,-0.0006888429086606771
2018-08-21,0.0036661784056734,0.0085919849888185,0,0.9999899052582101,1.0094741612714129e-05,1.0094741612714129e-05,0.9999949526291936,-0.0012049945156078373
2018-08-22,0.0038732729150143,0.0080141351094586,0,0.9999906980515958,9.30194862989619e-06,9.30194862989619e-06,1.0,0.0020316873898807825
2018-08-23,-0.0014370428716578,0.0072296711693776,0,0.9999906119914639,9.388008983241303e-06,9.388008983241303e-06,1.0,0.0010869627699644428
2018-08-24,0.0092492153117281,0.0067216597062698,0,0.9999872598975632,1.2740102120972879e-05,1.2740102120972879e-05,1.0,0.0028923430752971027
2018-08-27,0.0101411790771611,0.0059081786416393,0,0.9999842358098441,1.5764190049331927e-05,1.5764190049331927e-05,1.0,0.005098560567583822
2018-08-28,0.0014636965429084,0.0057901724430119,0,0.9999886523190002,1.1347680675401431e-05,1.1347680675401431e-05,1.0,0.004658064195030823
2018-08-29,0.0114717459581475,0.0061411261153395,0,0.9999829136600048,1.708633982985341e-05,1.708633982985341e-05,1.0,0.006177758803657464
2018-08-30,-0.0017685691660565,0.0056484073996212,0,0.9999877259459233,1.2274053691933003e-05,1.2274053691933003e-05,1.0,0.006111453544777723
2018-08-31,0.0012867294763613,0.0056428426429291,0,0.9999885244837028,1.1475516263612343e-05,1.1475516263612343e-05,1.0,0.004518956377704363
2018-09-04,-0.0042954952150939,0.0057135842894015,0,0.9999853797030602,1.462029659364883e-05,1.462029659364883e-05,1.0,0.001631621519253363
2018-09-05,-0.0129977042927732,0.0065084290396742,0,0.9999681936143772,3.1806385494457814e-05,3.1806385494457814e-05,0.9999840968072528,-0.0012606586478829571
2018-09-06,-0.0089798023546322,0.0068365214796516,0,0.9999815097043746,1.8490295211618433e-05,1.8490295211618433e-05,0.9999907548523942,-0.005350968310438897
2018-09-07,-0.0038578822866101,0.0068887222114768,0,0.9999890193969682,1.0980603341471222e-05,1.0980603341471222e-05,0.9999945096983293,-0.005768830934549617
2018-09-10,0.0033626212285303,0.0066999054363197,0,0.9999906690971923,9.330902894499635e-06,9.330902894499635e-06,0.9999953345485528,-0.005353652584115817
2018-09-11,0.0076745732931134,0.0068858364171029,0,0.9999891141998404,1.0885800420702693e-05,1.0885800420702693e-05,0.9999945570997897,-0.002959638882474357
2018-09-12,-0.0029533229373943,0.0068075886602362,0,0.9999895998011782,1.0400198653601377e-05,1.0400198653601377e-05,0.9999947999006732,-0.0009507626113985773
