Date,KO_ret,KO_vol,regime,prob_regime_0,prob_regime_1,p_high_vol,risk_scale,momentum
2015-02-02,0.0101501090106092,0.0103457517301072,0,1.0,3.3711142142145966e-24,3.3711142142145966e-24,1.0,
2015-02-03,0.0009611710994003,0.0103511946551873,0,0.9999462095017682,5.3790498470930445e-05,5.3790498470930445e-05,0.9999731047507645,
2015-02-04,0.0012001661654064,0.010183143970788,0,0.9999422875463616,5.7712453786181346e-05,5.7712453786181346e-05,0.9999711437731069,
2015-02-05,0.0026356937490536,0.0097343953601067,0,0.9999255019586356,7.449804093409284e-05,7.449804093409284e-05,0.999962750979533,
2015-02-06,-0.0081691400542791,0.0093048896204457,0,0.9996616262064869,0.00033837379316441505,0.00033837379316441505,1.0,0.00135559999403808
2015-02-09,-0.0053217643602707,0.0091093927666643,0,0.9978412009909955,0.0021587990094503293,0.0021587990094503293,0.9989206004952749,-0.0017387746801379
2015-02-10,0.0279825713948984,0.0111602360088155,0,0.978850939784505,0.02114906021580295,0.02114906021580295,1.0,0.00366550537896172
2015-02-11,-0.0007082702946922,0.0111606321256405,0,0.9925612691975828,0.00743873080277499,0.00743873080277499,1.0,0.0032838180869419996
2015-02-12,-0.004731337624801,0.0112013938247494,0,0.9969324271159447,0.0030675728839363236,0.0030675728839363236,1.0,0.0018104118121710796
2015-02-13,-0.0042777369288243,0.0112020934896957,0,0.9987058500922844,0.0012941499078038441,0.0012941499078038441,1.0,0.00258869243726204
2015-02-17,-0.0042958564205688,0.0111919155257445,0,0.9994294509006627,0.000570549099209313,0.000570549099209313,1.0,0.0027938740252024205
2015-02-18,-0.0019151086181725,0.0105759779027264,0,0.9997912386356003,0.0002087613647379009,0.0002087613647379009,0.999895619317631,-0.0031856619774117607
2015-02-19,0.0090648219164395,0.0107604398528396,0,0.9998120280717574,0.00018797192803902979,0.00018797192803902979,0.9999060140359806,-0.0012310435351854207
2015-02-20,-0.0033296923887619,0.0104422133418415,0,0.9998997423947803,0.0001002576051958308,0.0001002576051958308,0.9999498711974021,-0.0009507144879776006
2015-02-23,-0.0028635177900408,0.0102438224393189,0,0.9999265376591402,7.346234059298278e-05,7.346234059298278e-05,0.9999632688297035,-0.0006678706602209005
2015-02-24,0.0066682970400545,0.0103225691613378,0,0.9999177865911658,8.221340869594165e-05,8.221340869594165e-05,1.0,0.0015249600319037593
2015-02-25,-0.0019006121718037,0.0098453379330411,0,0.9999320032865766,6.799671385458023e-05,6.799671385458023e-05,1.0,0.0015278593211775194
2015-02-26,0.0097027795449871,0.0097510131330838,0,0.9997967639753151,0.0002032360242738263,0.0002032360242738263,1.0,0.0016554508468870396
2015-02-27,0.0195901103607696,0.0106144675981722,0,0.9991907603410158,0.0008092396590678261,0.0008092396590678261,1.0,0.006239411396793339
2015-03-02,-0.0023119993828353,0.0090922004776519,0,0.9998994427936551,0.00010055720651012659,0.00010055720651012659,1.0,0.006349715078234439
2015-03-03,-0.0058035872705335,0.0090768972320006,0,0.9999184446785634,8.155532112257802e-05,8.155532112257802e-05,1.0,0.0038553382161168395
2015-03-04,-0.0105329103929854,0.0094751985176475,0,0.9996007583795632,0.0003992416205975789,0.0003992416205975789,1.0,0.002128878571880499
