Date,TIP_ret,TIP_vol,regime,prob_regime_0,prob_regime_1,p_high_vol,risk_scale,momentum
2025-06-05,-0.0029409339554469,0.0032567217503181,1,9.494290843863955e-05,0.9999050570915172,0.9999050570915172,0.5000474714542413,-1.4537253007439796e-05
2025-06-06,-0.0053525612737868,0.0033757560256683,1,0.0006252948044537275,0.9993747051955987,0.9993747051955987,0.5003126474022006,-0.0017449219512540599
2025-06-09,0.0013869625745703,0.0033862457961627,1,0.037495007497789355,0.9625049925022604,0.9625049925022604,0.5187475037488698,-0.0007931197398432597
2025-06-10,0.0004618697272037,0.0028830977315592,0,0.461693750174784,0.5383062498251759,0.5383062498251759,0.730846875087412,-0.0005166018398701597
2025-06-11,0.0016611536504551,0.0028573048065992,0,0.6507977148407433,0.3492022851592815,0.3492022851592815,0.8253988574203592,-0.0009567018554009196
2025-06-12,0.0028544032323599,0.0029079277288475,0,0.7322507250095766,0.2677492749903691,0.2677492749903691,1.0,0.00020236558216044036
2025-06-13,-0.0014721535498407,0.0028684685349392,0,0.7892043053442049,0.21079569465576575,0.21079569465576575,1.0,0.0009784471269496603
2025-06-16,-0.0013822496825191,0.0028583076313766,0,0.8169617563739212,0.18303824362602852,0.18303824362602852,1.0,0.0004246046755317804
2025-06-17,0.0052422008051385,0.003096044971068,0,0.8292395846402996,0.17076041535972306,0.17076041535972306,1.0,0.0013806708911187405
2025-06-18,0.0007335119319603,0.0030731755668134,0,0.8909582454522275,0.10904175454776466,0.10904175454776466,1.0,0.0011951425474197805
2025-06-20,0.0017399642274139,0.0027725158752754,0,0.969882063616191,0.03011793638383095,0.03011793638383095,1.0,0.0009722547464305804
2025-06-23,0.0008232055514506,0.0027198830869834,0,0.9934225747592861,0.006577425240673129,0.006577425240673129,1.0,0.0014313265666888405
2025-06-24,0.0012791254021879,0.002723645125891,0,0.9985394162814119,0.0014605837186425009,0.0014605837186425009,1.0,0.00196360158363024
2025-06-25,0.0005476555159815,0.002670049336386,0,0.9997173585351709,0.0002826414647804123,0.0002826414647804123,1.0,0.0010246925257988405
2025-06-26,0.0029160109878918,0.0026419451776909,0,0.9999219882680742,7.801173194797866e-05,7.801173194797866e-05,1.0,0.0014611923369851406
2025-06-27,-0.0012746997822802,0.0026271184512637,0,0.9999756139102918,2.4386089668371466e-05,2.4386089668371466e-05,1.0,0.0008582595350463204
2025-06-30,0.0025477767733777,0.0025901522578406,0,0.9999848569520434,1.5143048010076816e-05,1.5143048010076816e-05,1.0,0.0012031737794317404
2025-07-01,-0.0005472067934961,0.0024426063005508,0,0.9999932103663408,6.789633691284118e-06,6.789633691284118e-06,1.0,0.0008379073402949404
2025-07-02,-0.0004563880180571,0.0024294802565328,0,0.999994179391138,5.82060881090091e-06,5.82060881090091e-06,1.0,0.0006370986334872204
2025-07-03,-0.0017357933030767,0.0023591739700797,0,0.9999944287666847,5.571233290778658e-06,5.571233290778658e-06,0.9999972143833546,-0.00029326222470647974
2025-07-07,-0.0012811196004587,0.0022645506477928,0,0.9999956655806985,4.3344193543259265e-06,4.3344193543259265e-06,0.9999978327903228,-0.0002945461883421797
2025-07-08,-0.0008243377372019,0.0018425411722311,0,0.9999961935081644,3.806491846832171e-06,3.806491846832171e-06,0.9999980967540766,-0.0009689690904580996
2025-07-09,0.0037499905514035,0.0019633466715794,0,0.9999924550052547,7.5449947445914706e-06,7.5449947445914706e-06,0.9999962275026277,-0.00010952962147817974
2025-07-10,-0.000273901125816,0.0019764541478649,0,0.9999965522966111,3.4477033892932127e-06,3.4477033892932127e-06,0.9999982761483053,-7.303224302995967e-05
2025-07-11,-0.0016450550791122,0.0020330175951791,0,0.9999964202298043,3.5797701721441216e-06,3.5797701721441216e-06,0.9999982101149139,-5.488459823705964e-05
2025-07-14,0.0006400849596136,0.0019615046919799,0,0.9999965435221776,3.4564778514361246e-06,3.4564778514361246e-06,1.0,0.0003293563137774003
2025-07-15,-0.0026544215009683,0.0020392722987945,0,0.9999954033851197,4.596614882583166e-06,4.596614882583166e-06,0.9999977016925587,-3.6660438975879685e-05
2025-07-16,0.0033854863484383,0.002096931641964,0,0.9999934376334524,6.562366586401333e-06,6.562366586401333e-06,0.9999967188167068,-0.00010956127956891961
2025-07-17,0.0009128676268743,0.001799866949147,0,0.9999957698597313,4.230140244149668e-06,4.230140244149668e-06,1.0,0.00012779247096914031
2025-07-18,0.0010943847493588,0.0018048807812521,0,0.9999957537715203,4.246228469100166e-06,4.246228469100166e-06,1.0,0.0006756804366633403
2025-07-21,0.0025493398278398,0.0018440419861637,0,0.999994484077753,5.515922263655761e-06,5.515922263655761e-06,1.0,0.0010575314103085803
2025-07-22,0.0009087899185252,0.0018449607200327,0,0.9999958954609945,4.104539028024216e-06,4.104539028024216e-06,1.0,0.0017701736942072805
2025-07-23,-0.0039138893668188,0.0020789282834289,0,0.9999932481287599,6.7518712486776895e-06,6.7518712486776895e-06,1.0,0.0003102985511558602
2025-07-24,0.0007293279259292,0.0020807748870577,0,0.9999964014336857,3.5985663179740564e-06,3.5985663179740564e-06,1.0,0.00027359061096684026
2025-07-25,0.0009108595291954,0.0019915123593619,0,0.999996473976089,3.526023958093637e-06,3.526023958093637e-06,1.0,0.00023688556693416025
2025-07-28,-0.0012754923824813,0.0019915420235946,0,0.9999955199936348,4.48000633374866e-06,4.48000633374866e-06,0.999997759996833,-0.0005280808751300597
2025-07-29,0.0053644409441784,0.0022531062408,0,0.9999765096799659,2.3490319987398693e-05,2.3490319987398693e-05,1.0,0.00036304933000058036
2025-07-30,-0.0039069185677958,0.002435998182363,0,0.9999715881397514,2.841186030007861e-05,2.841186030007861e-05,1.0,0.0003644434898051805
2025-07-31,-0.0016398886740676,0.0024647856595902,0,0.9999284849832782,7.151501672287423e-05,7.151501672287423e-05,0.9999642424916386,-0.0001093998301941795
2025-08-01,0.0069588666673501,0.002866405576255,0,0.9994547587249509,0.0005452412750512364,0.0005452412750512364,1.0,0.0011002015974367605
2025-08-04,0.0029003572138601,0.0028829123026745,0,0.999655173771604,0.00034482622838248475,0.00034482622838248475,1.0,0.0019353715167050403
2025-08-05,-0.0009054802361097,0.0028852244226182,0,0.9998137118167993,0.00018628818316760045,0.00018628818316760045,1.0,0.0006813872806474203
2025-08-06,-0.0008155285156482,0.00281039171605,0,0.9999112348920487,8.876510798755368e-05,8.876510798755368e-05,1.0,0.0012996652910769403
2025-08-07,0.0010872937475091,0.0028080060747855,0,0.9999465913160542,5.3408683985326915e-05,5.3408683985326915e-05,1.0,0.00184510177539228
2025-08-08,-0.0006340466857151,0.0027756218918372,0,0.9999614278998038,3.857210015291364e-05,3.857210015291364e-05,1.0,0.00032651910477924024
2025-08-11,0.0,0.0027786397445275,0,0.9999626467724269,3.7353227571030427e-05,3.7353227571030427e-05,0.9999813233862145,-0.00025355233799277975
2025-08-12,-0.0017233344243188,0.0027294406340061,0,0.999949578398252,5.042160172693466e-05,5.042160172693466e-05,0.9999747891991365,-0.00041712317563459973
2025-08-13,0.0038053629199012,0.0027535069246582,0,0.9998952848943715,0.00010471510560374144,0.00010471510560374144,1.0,0.0005070551114752802
2025-08-14,-0.0029887281452264,0.0028675414476996,0,0.999829152640065,0.00017084735997390551,0.00017084735997390551,0.999914576320013,-0.00030814926707181976
2025-08-15,-0.0019066368415596,0.0029089060028746,0,0.9998136577047861,0.0001863422952280275,0.0001863422952280275,0.999906828852386,-0.0005626672982407198
2025-08-18,-0.0010909801407272,0.0028727883139043,0,0.9998264422579908,0.00017355774196879076,0.00017355774196879076,0.9999132211290156,-0.0007808633263861598
2025-08-19,0.0010000636610324,0.0028742242527934,0,0.9997993953782955,0.00020060462168917223,0.00020060462168917223,0.9998996976891554,-0.0002361837093159197
2025-08-20,0.0010901011165439,0.0027203069270494,0,0.9996968136683508,0.000303186331647995,0.000303186331647995,0.999848406834176,-0.0007792360699873798
2025-08-21,0.0001815563304586,0.0027190226168053,0,0.9990757182603762,0.0009242817396612478,0.0009242817396612478,0.9995378591301693,-0.00014517917485037973
2025-08-22,0.0067846414186385,0.0030794653765933,0,0.9961143052100584,0.0038856947899691806,0.0038856947899691806,1.0,0.0015930764771892405
2025-08-25,-0.0018950390787564,0.0031025056668509,0,0.9966703086907636,0.0033296913092864893,0.0033296913092864893,1.0,0.0014322646895834
2025-08-26,0.0023456834600301,0.0029260747889874,0,0.9983298623995563,0.001670137600425731,0.001670137600425731,1.0,0.0017013886493829403
2025-08-27,0.0022503895822378,0.0027649739811728,0,0.9995121384599444,0.000487861540045404,0.000487861540045404,1.0,0.00193344634252172
