Date,CL_ret,CL_vol,regime,prob_regime_0,prob_regime_1,p_high_vol,risk_scale,momentum
2015-02-02,0.0215378213165613,0.0187366791332876,1,3.2323127186317906e-81,1.0,1.0,0.5,
2015-02-03,0.0028948396227432,0.0186570831928537,1,1.2345854233352786e-08,0.999999987654519,0.999999987654519,0.5000000061727405,
2015-02-04,0.0001444406979671,0.0184683452806313,1,1.9012551567620755e-08,0.9999999809870135,0.9999999809870135,0.5000000095064933,
2015-02-05,0.0084901346753205,0.0184793499078925,1,1.6623818459623343e-08,0.999999983376256,0.999999983376256,0.5000000083118721,
2015-02-06,-0.0070460951956365,0.0183356788403507,1,1.6596177059392232e-08,0.9999999834035408,0.9999999834035408,1.0,0.005204228223391121
2015-02-09,-0.0033244633902064,0.0182031655862038,1,3.1155076954593507e-08,0.9999999688452594,0.9999999688452594,1.0,0.00023177128203758033
2015-02-10,0.0053428762067512,0.0181830731149854,1,3.878646461343568e-08,0.9999999612136897,0.9999999612136897,1.0,0.0007213785988391803
2015-02-11,0.0004319118339705,0.0181329605742058,1,4.359834774628195e-08,0.9999999564015535,0.9999999564015535,1.0,0.0007788728260398603
2015-02-12,0.0054548676788454,0.0181232945637694,1,4.466029323330361e-08,0.9999999553392637,0.9999999553392637,1.0,0.0001718194267448403
2015-02-13,0.0032873305844928,0.0181125858348761,1,4.7250660375411184e-08,0.9999999527490229,0.9999999527490229,1.0,0.0022385045827707
2015-02-17,0.0015685325197142,0.0179327830235709,1,7.184325561277867e-08,0.9999999281571971,0.9999999281571971,1.0,0.00321710376475482
2015-02-18,0.004973955128794,0.0179274348124893,1,7.187896328995862e-08,0.9999999281208173,0.9999999281208173,1.0,0.00314331954916338
2015-02-19,-0.0046891395404178,0.0179443101517534,1,5.282799097058551e-08,0.9999999471720017,0.9999999471720017,1.0,0.00211910927428572
2015-02-20,0.0004272459744482,0.0176916989797164,1,1.245228522950836e-07,0.9999998754774502,0.9999998754774502,1.0,0.00111358493340628
2015-02-23,0.0062447911046242,0.0159631048827717,1,4.7303527290215235e-06,0.9999952696473897,0.9999952696473897,1.0,0.0017050770374325602
2015-02-24,0.0046580991732577,0.015553693467078,1,3.870850177175184e-05,0.9999612914978087,0.9999612914978087,1.0,0.00232299036814126
2015-02-25,0.0,0.0152781264597084,1,0.0014627336418300404,0.9985372663578981,0.9985372663578981,1.0,0.00132819934238246
